Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
25/2/2018,0.97,7408451.31,2154414.96,1740237.35,117766.27,3396032.73,1164132.42,2205336.14,26564.17,conventional,2018,West
18/2/2018,0.98,6783106.02,2511897.38,1645249.93,107420.55,2518538.16,1311830.11,1187897.07,18810.98,conventional,2018,West
11/2/2018,0.93,7463494.79,2646176.67,1633418.28,109146.92,3074752.92,1203367.03,1856207.85,15178.04,conventional,2018,West
4/2/2018,0.83,10565056.41,3121272.58,3294335.87,142553.21,4006894.75,1151399.33,2838239.39,17256.03,conventional,2018,West
28/1/2018,1.01,7007265.31,2718390.81,1664995.75,93165.88,2530712.87,1254504.07,1260049.46,16159.34,conventional,2018,West
21/1/2018,1.04,7053820.12,2218365.17,1811849.78,106001.28,2917603.89,1196963.03,1707643.76,12997.1,conventional,2018,West
14/1/2018,1.05,7577456.14,2249412.86,2028819.77,113257.03,3185966.48,1152416.21,2017353.32,16196.95,conventional,2018,West
7/1/2018,1.08,6358768.95,2061960.91,1706532.52,108441.55,2481833.97,1175889.89,1291212.75,14731.33,conventional,2018,West
25/3/2018,0.84,965185.06,438526.12,199585.9,11017.42,316055.62,153009.89,160999.1,2046.63,conventional,2018,WestTexNewMexico
18/3/2018,0.88,855251.17,457635.79,137597.04,8422.08,251596.26,151191.85,98535.6,1868.81,conventional,2018,WestTexNewMexico
11/3/2018,0.94,897607.12,467501.55,154130.63,11380.26,264594.68,152380.6,110322.16,1891.92,conventional,2018,WestTexNewMexico
4/3/2018,0.88,935934.1,454269.43,164856.57,9907.85,306900.25,164965.35,138399.68,3535.22,conventional,2018,WestTexNewMexico
25/2/2018,0.88,895671.55,431217.01,171532.79,10590.75,282331.0,125973.31,147040.26,9317.43,conventional,2018,WestTexNewMexico
18/2/2018,0.89,896808.98,421321.21,191798.82,10065.33,273623.62,130348.75,140202.81,3072.06,conventional,2018,WestTexNewMexico
11/2/2018,0.75,1071952.06,544075.54,189862.1,7194.15,330820.27,113338.76,215753.74,1727.77,conventional,2018,WestTexNewMexico
4/2/2018,0.76,1272039.8,531469.08,368948.26,13078.2,358544.26,127833.03,229786.03,925.2,conventional,2018,WestTexNewMexico
28/1/2018,0.85,957086.16,479147.93,179489.19,7314.98,291134.06,143430.96,147376.43,326.67,conventional,2018,WestTexNewMexico
21/1/2018,0.84,1020913.2,505263.29,177911.4,9468.95,328269.56,118978.5,209131.06,160.0,conventional,2018,WestTexNewMexico
14/1/2018,0.9,950954.6,463945.73,188126.02,11227.47,287655.38,125408.69,162040.02,206.67,conventional,2018,WestTexNewMexico
7/1/2018,0.88,880266.52,436282.38,178669.53,9467.11,255847.5,99686.92,155870.58,290.0,conventional,2018,WestTexNewMexico
27/12/2015,1.51,14201.42,363.5,5263.2,318.34,8256.38,2247.43,6008.95,0.0,organic,2015,BaltimoreWashington
20/12/2015,1.67,9296.03,504.11,4702.33,419.14,3670.45,1424.08,2246.37,0.0,organic,2015,BaltimoreWashington
13/12/2015,1.72,12403.85,550.57,4510.99,337.45,7004.84,2920.24,4084.6,0.0,organic,2015,BaltimoreWashington
6/12/2015,1.46,9717.55,432.82,4364.69,444.69,4475.35,715.2,3760.15,0.0,organic,2015,BaltimoreWashington
29/11/2015,1.32,10961.82,536.38,5920.71,432.48,4072.25,327.43,3744.82,0.0,organic,2015,BaltimoreWashington
22/11/2015,1.39,9576.59,587.25,6336.98,460.05,2192.31,602.03,1590.28,0.0,organic,2015,BaltimoreWashington
15/11/2015,1.64,6884.09,1133.05,4772.58,458.97,519.49,480.58,38.91,0.0,organic,2015,BaltimoreWashington
8/11/2015,1.65,7159.03,2700.66,2975.05,566.83,916.49,846.82,69.67,0.0,organic,2015,BaltimoreWashington
1/11/2015,1.6,9421.09,3323.3,4105.67,687.55,1304.57,935.87,368.7,0.0,organic,2015,BaltimoreWashington
25/10/2015,1.59,11223.38,998.73,6750.34,768.94,2705.37,926.69,1778.68,0.0,organic,2015,BaltimoreWashington
18/10/2015,1.54,10215.96,772.28,6014.66,685.19,2743.83,913.31,1830.52,0.0,organic,2015,BaltimoreWashington
11/10/2015,1.53,9453.04,459.96,5639.91,597.61,2755.56,1033.33,1722.23,0.0,organic,2015,BaltimoreWashington
4/10/2015,1.63,8857.68,451.99,6092.19,667.28,1646.22,1646.22,0.0,0.0,organic,2015,BaltimoreWashington
27/9/2015,1.7,7552.49,429.46,4774.78,616.56,1731.69,1720.53,11.16,0.0,organic,2015,BaltimoreWashington
20/9/2015,1.35,11150.19,1462.34,6346.51,519.67,2821.67,2818.89,2.78,0.0,organic,2015,BaltimoreWashington
13/9/2015,1.6,11772.43,1450.32,5418.35,698.25,4205.51,4202.73,2.78,0.0,organic,2015,BaltimoreWashington
6/9/2015,1.58,14379.6,2634.99,5041.08,717.8,5985.73,5977.42,8.31,0.0,organic,2015,BaltimoreWashington
30/8/2015,1.6,12626.2,2524.44,5164.04,715.02,4222.7,4219.94,2.76,0.0,organic,2015,BaltimoreWashington
23/8/2015,1.72,11555.75,4288.75,3541.08,635.31,3090.61,3087.86,2.75,0.0,organic,2015,BaltimoreWashington
16/8/2015,1.75,10280.59,4472.68,3521.79,864.71,1421.41,1404.99,16.42,0.0,organic,2015,BaltimoreWashington
9/8/2015,1.66,13132.64,3946.7,4109.96,836.42,4239.56,4225.93,13.63,0.0,organic,2015,BaltimoreWashington
2/8/2015,1.72,11937.63,3887.77,3335.55,719.46,3994.85,3983.99,10.86,0.0,organic,2015,BaltimoreWashington
26/7/2015,1.72,8502.95,3682.42,3166.87,599.98,1053.68,1050.98,2.7,0.0,organic,2015,BaltimoreWashington
19/7/2015,1.81,8669.79,2230.7,2168.87,649.81,3620.41,3620.41,0.0,0.0,organic,2015,BaltimoreWashington
12/7/2015,1.7,8904.2,4829.01,2707.82,759.55,607.82,607.82,0.0,0.0,organic,2015,BaltimoreWashington
5/7/2015,1.69,12480.84,6639.93,3113.54,902.49,1824.88,1824.88,0.0,0.0,organic,2015,BaltimoreWashington
28/6/2015,1.7,11718.49,5562.43,2728.68,882.13,2545.25,2545.25,0.0,0.0,organic,2015,BaltimoreWashington
21/6/2015,1.69,10939.94,5224.23,2873.85,713.71,2128.15,2122.8,5.35,0.0,organic,2015,BaltimoreWashington
14/6/2015,1.61,13924.11,5819.08,2943.69,956.31,4205.03,4199.7,5.33,0.0,organic,2015,BaltimoreWashington
7/6/2015,1.71,13808.71,5560.86,3115.87,1042.17,4089.81,4076.52,13.29,0.0,organic,2015,BaltimoreWashington
31/5/2015,1.69,12640.64,5802.91,3268.67,1060.5,2508.56,2505.91,2.65,0.0,organic,2015,BaltimoreWashington
24/5/2015,1.69,17042.46,6716.44,3800.9,993.22,5531.9,5531.9,0.0,0.0,organic,2015,BaltimoreWashington
17/5/2015,1.42,22470.42,6094.92,7358.76,3915.19,5101.55,5101.55,0.0,0.0,organic,2015,BaltimoreWashington
10/5/2015,1.7,14499.46,6023.88,2924.01,1128.81,4422.76,4414.82,7.94,0.0,organic,2015,BaltimoreWashington
3/5/2015,1.66,16396.29,6666.67,3755.62,1163.9,4810.1,4806.79,3.31,0.0,organic,2015,BaltimoreWashington
26/4/2015,1.7,13466.97,6339.49,3106.49,815.62,3205.37,3202.07,3.3,0.0,organic,2015,BaltimoreWashington
19/4/2015,1.64,15852.99,8223.03,3998.93,865.46,2765.57,2765.57,0.0,0.0,organic,2015,BaltimoreWashington
12/4/2015,1.66,15999.82,7671.04,3634.16,864.43,3830.19,3822.27,7.92,0.0,organic,2015,BaltimoreWashington
5/4/2015,1.63,14551.96,8144.98,3199.51,708.11,2499.36,2499.36,0.0,0.0,organic,2015,BaltimoreWashington
29/3/2015,1.63,15847.83,7578.28,3597.75,786.94,3884.86,3884.86,0.0,0.0,organic,2015,BaltimoreWashington
22/3/2015,1.25,16507.0,10883.75,4512.52,758.37,352.36,352.36,0.0,0.0,organic,2015,BaltimoreWashington
15/3/2015,1.59,11586.41,6527.12,3390.64,745.35,923.3,923.3,0.0,0.0,organic,2015,BaltimoreWashington
8/3/2015,1.56,19053.84,6590.46,3908.46,745.13,7809.79,7809.79,0.0,0.0,organic,2015,BaltimoreWashington
1/3/2015,1.58,15923.18,7386.79,4112.33,732.79,3691.27,3659.85,31.42,0.0,organic,2015,BaltimoreWashington
22/2/2015,1.19,23920.36,12844.54,5815.13,667.62,4593.07,4593.07,0.0,0.0,organic,2015,BaltimoreWashington
15/2/2015,1.56,16335.15,5709.5,3782.28,777.82,6065.55,6065.55,0.0,0.0,organic,2015,BaltimoreWashington
8/2/2015,1.43,14898.15,6050.1,4361.21,745.2,3741.64,3739.05,2.59,0.0,organic,2015,BaltimoreWashington
1/2/2015,1.15,27929.74,14635.12,8013.19,667.82,4613.61,4613.61,0.0,0.0,organic,2015,BaltimoreWashington
25/1/2015,1.41,15387.74,8097.26,5023.48,528.36,1738.64,1738.64,0.0,0.0,organic,2015,BaltimoreWashington
18/1/2015,1.41,14057.45,8148.89,4725.43,659.56,523.57,461.75,61.82,0.0,organic,2015,BaltimoreWashington
11/1/2015,1.22,26008.88,12258.26,7094.53,490.24,6165.85,6165.85,0.0,0.0,organic,2015,BaltimoreWashington
4/1/2015,1.29,19137.28,8040.64,6557.47,657.48,3881.69,3881.69,0.0,0.0,organic,2015,BaltimoreWashington
27/12/2015,1.45,98576.63,14306.68,50893.97,0.0,33375.98,29507.45,3868.53,0.0,organic,2015,California
20/12/2015,1.35,99793.55,12746.47,48195.95,1.52,38849.61,25535.8,13313.81,0.0,organic,2015,California
13/12/2015,1.39,98605.4,13609.24,46518.56,3.05,38474.55,24359.79,14114.76,0.0,organic,2015,California
6/12/2015,1.48,91211.53,17839.96,47527.65,1.53,25842.39,25661.06,181.33,0.0,organic,2015,California
29/11/2015,1.75,83415.54,13195.19,48229.29,0.0,21991.06,21671.7,319.36,0.0,organic,2015,California
22/11/2015,1.6,89062.36,14803.41,51282.8,0.0,22976.15,22516.44,459.71,0.0,organic,2015,California
15/11/2015,1.59,97265.23,16244.94,59089.47,0.0,21930.82,21274.01,656.81,0.0,organic,2015,California
8/11/2015,1.66,101320.15,17074.6,62469.04,0.0,21776.51,20005.46,1771.05,0.0,organic,2015,California
1/11/2015,1.6,104331.19,20050.21,63408.14,0.0,20872.84,20158.5,714.34,0.0,organic,2015,California
25/10/2015,1.64,103918.03,20902.94,66867.39,0.0,16147.7,15174.85,972.85,0.0,organic,2015,California
18/10/2015,2.01,73799.28,15960.2,48820.15,3.09,9015.84,7988.73,1027.11,0.0,organic,2015,California
11/10/2015,2.07,70004.38,14400.49,48933.21,3.1,6667.58,6607.58,60.0,0.0,organic,2015,California
4/10/2015,2.0,81751.48,18414.61,57015.39,0.0,6321.48,6281.48,40.0,0.0,organic,2015,California
27/9/2015,1.85,80734.58,20639.23,50992.3,0.0,9103.05,9093.05,10.0,0.0,organic,2015,California
20/9/2015,1.92,94267.54,28489.91,60941.41,0.0,4836.22,4802.89,33.33,0.0,organic,2015,California
13/9/2015,1.97,95230.68,34760.74,54821.89,0.0,5648.05,5608.05,40.0,0.0,organic,2015,California
6/9/2015,1.99,88963.61,23875.92,56393.97,0.0,8693.72,8693.72,0.0,0.0,organic,2015,California
30/8/2015,1.98,90125.42,23449.1,55879.18,0.0,10797.14,10797.14,0.0,0.0,organic,2015,California
23/8/2015,1.85,107431.24,30454.79,63850.97,3.11,13122.37,13122.37,0.0,0.0,organic,2015,California
16/8/2015,1.96,90240.43,24630.76,52035.43,0.0,13574.24,13574.24,0.0,0.0,organic,2015,California
9/8/2015,2.03,86211.24,23147.23,52640.84,0.0,10423.17,10423.17,0.0,0.0,organic,2015,California
2/8/2015,1.99,89435.6,26067.67,54133.2,0.0,9234.73,9234.73,0.0,0.0,organic,2015,California
26/7/2015,1.93,98449.84,31604.24,57990.08,0.0,8855.52,8855.52,0.0,0.0,organic,2015,California
19/7/2015,1.89,103081.23,33422.15,59794.77,0.0,9864.31,9864.31,0.0,0.0,organic,2015,California
12/7/2015,1.8,115063.87,45482.88,60702.07,3.11,8875.81,8867.16,8.65,0.0,organic,2015,California
5/7/2015,1.67,135522.65,50367.92,74571.56,18.66,10564.51,10564.51,0.0,0.0,organic,2015,California
28/6/2015,1.67,116913.79,46841.35,61727.62,0.0,8344.82,8341.49,3.33,0.0,organic,2015,California
21/6/2015,1.69,116908.54,51294.9,55597.45,3.09,10013.1,10009.77,3.33,0.0,organic,2015,California
14/6/2015,1.68,116322.44,51607.99,54937.64,43.18,9733.63,9733.63,0.0,0.0,organic,2015,California
7/6/2015,1.67,114406.15,49301.79,52704.34,6.16,12393.86,12393.86,0.0,0.0,organic,2015,California
31/5/2015,1.5,119999.12,52846.87,53628.31,0.0,13523.94,13523.94,0.0,0.0,organic,2015,California
24/5/2015,1.5,135543.89,60597.97,63560.02,0.0,11385.9,11385.9,0.0,0.0,organic,2015,California
17/5/2015,1.49,133759.31,65830.84,56261.16,0.0,11667.31,11667.31,0.0,0.0,organic,2015,California
10/5/2015,1.4,160570.28,77103.7,70434.57,0.0,13032.01,13032.01,0.0,0.0,organic,2015,California
3/5/2015,1.48,119059.56,54176.97,51542.88,0.0,13339.71,13339.71,0.0,0.0,organic,2015,California
26/4/2015,1.5,128166.45,63539.73,51223.93,0.0,13402.79,13402.79,0.0,0.0,organic,2015,California
19/4/2015,1.52,123851.34,55948.06,57078.01,1.49,10823.78,10823.78,0.0,0.0,organic,2015,California
12/4/2015,1.5,119549.28,59861.05,49554.48,0.0,10133.75,10133.75,0.0,0.0,organic,2015,California
5/4/2015,1.52,120814.24,57082.3,51295.72,0.0,12436.22,12436.22,0.0,0.0,organic,2015,California
29/3/2015,1.53,111423.89,56829.47,44390.86,0.0,10203.56,10203.56,0.0,0.0,organic,2015,California
22/3/2015,1.3,112284.57,64969.37,40012.49,0.0,7302.71,7302.71,0.0,0.0,organic,2015,California
15/3/2015,1.52,94419.17,65441.32,21855.14,0.0,7122.71,7122.71,0.0,0.0,organic,2015,California
8/3/2015,1.48,108346.9,75016.11,21619.82,0.0,11710.97,11710.97,0.0,0.0,organic,2015,California
1/3/2015,1.15,250298.58,178033.64,59786.79,0.0,12478.15,12478.15,0.0,0.0,organic,2015,California
22/2/2015,1.41,136421.88,102232.31,25715.73,0.0,8473.84,8470.51,3.33,0.0,organic,2015,California
15/2/2015,1.52,116499.36,85444.97,21689.75,0.0,9364.64,9364.64,0.0,0.0,organic,2015,California
8/2/2015,1.35,132790.41,94440.9,24587.9,0.0,13761.61,13761.61,0.0,0.0,organic,2015,California
1/2/2015,1.11,196031.9,142332.45,41999.51,2.92,11697.02,11697.02,0.0,0.0,organic,2015,California
25/1/2015,1.3,121698.02,80952.24,28216.13,0.0,12529.65,12529.65,0.0,0.0,organic,2015,California
18/1/2015,1.24,195207.6,123138.29,58616.16,0.0,13453.15,13453.15,0.0,0.0,organic,2015,California
11/1/2015,1.1,158110.68,123712.51,25975.27,1.47,8421.43,8421.43,0.0,0.0,organic,2015,California
4/1/2015,1.24,142349.77,107490.73,25711.96,2.93,9144.15,9144.15,0.0,0.0,organic,2015,California
27/12/2015,1.58,20995.37,1064.71,19320.66,0.0,610.0,610.0,0.0,0.0,organic,2015,Chicago
20/12/2015,1.58,22452.3,730.65,21574.99,0.0,146.66,143.33,3.33,0.0,organic,2015,Chicago
13/12/2015,1.59,24059.71,876.48,23109.9,0.0,73.33,73.33,0.0,0.0,organic,2015,Chicago
6/12/2015,1.59,27081.13,819.66,26104.8,0.0,156.67,156.67,0.0,0.0,organic,2015,Chicago
29/11/2015,1.59,22168.32,457.29,21677.7,0.0,33.33,33.33,0.0,0.0,organic,2015,Chicago
22/11/2015,1.57,24095.66,716.68,23255.65,0.0,123.33,120.0,3.33,0.0,organic,2015,Chicago
15/11/2015,1.58,25759.36,609.3,24890.06,0.0,260.0,260.0,0.0,0.0,organic,2015,Chicago
8/11/2015,1.59,26247.16,643.23,24713.93,0.0,890.0,890.0,0.0,0.0,organic,2015,Chicago
1/11/2015,1.6,24450.48,936.9,23373.58,0.0,140.0,140.0,0.0,0.0,organic,2015,Chicago
25/10/2015,1.61,22648.93,1033.01,21495.92,0.0,120.0,120.0,0.0,0.0,organic,2015,Chicago
18/10/2015,1.79,19818.98,1237.5,18374.81,0.0,206.67,206.67,0.0,0.0,organic,2015,Chicago
11/10/2015,1.69,19520.71,933.6,18480.44,0.0,106.67,106.67,0.0,0.0,organic,2015,Chicago
4/10/2015,1.78,20398.64,787.1,19394.87,0.0,216.67,216.67,0.0,0.0,organic,2015,Chicago
27/9/2015,1.67,24311.76,1213.4,23051.69,0.0,46.67,46.67,0.0,0.0,organic,2015,Chicago
20/9/2015,1.6,26935.23,1188.26,25203.64,0.0,543.33,543.33,0.0,0.0,organic,2015,Chicago
13/9/2015,1.61,27327.18,985.56,26008.45,0.0,333.17,323.33,9.84,0.0,organic,2015,Chicago
6/9/2015,1.61,28269.21,1283.81,26272.22,0.0,713.18,703.33,9.85,0.0,organic,2015,Chicago
30/8/2015,1.6,30663.55,1065.92,29017.63,0.0,580.0,580.0,0.0,0.0,organic,2015,Chicago
23/8/2015,1.61,31623.52,1517.15,29613.04,0.0,493.33,493.33,0.0,0.0,organic,2015,Chicago
16/8/2015,1.62,29458.3,1142.46,27912.51,0.0,403.33,403.33,0.0,0.0,organic,2015,Chicago
9/8/2015,1.62,28253.94,1173.62,26743.66,0.0,336.66,333.33,3.33,0.0,organic,2015,Chicago
2/8/2015,1.59,27490.93,614.02,26526.91,0.0,350.0,350.0,0.0,0.0,organic,2015,Chicago
26/7/2015,1.62,26098.32,401.96,25320.55,0.0,375.81,346.67,29.14,0.0,organic,2015,Chicago
19/7/2015,1.65,19677.2,562.05,18741.42,0.0,373.73,263.33,110.4,0.0,organic,2015,Chicago
12/7/2015,1.66,18945.72,253.02,18087.09,0.0,605.61,566.67,38.94,0.0,organic,2015,Chicago
5/7/2015,1.67,19704.96,186.43,18998.53,0.0,520.0,520.0,0.0,0.0,organic,2015,Chicago
28/6/2015,1.68,18877.36,576.78,18163.91,0.0,136.67,136.67,0.0,0.0,organic,2015,Chicago
21/6/2015,1.82,16136.49,655.45,15171.04,0.0,310.0,310.0,0.0,0.0,organic,2015,Chicago
14/6/2015,1.87,18374.82,502.87,17175.28,0.0,696.67,696.67,0.0,0.0,organic,2015,Chicago
7/6/2015,1.85,19636.24,857.74,18325.17,0.0,453.33,453.33,0.0,0.0,organic,2015,Chicago
31/5/2015,1.85,18625.81,599.1,17156.71,0.0,870.0,870.0,0.0,0.0,organic,2015,Chicago
24/5/2015,1.86,20871.17,552.15,19632.59,0.0,686.43,680.0,6.43,0.0,organic,2015,Chicago
17/5/2015,1.57,24727.46,201.46,24405.82,0.0,120.18,30.0,90.18,0.0,organic,2015,Chicago
10/5/2015,1.47,27146.38,455.63,23858.81,0.0,2831.94,903.33,1928.61,0.0,organic,2015,Chicago
3/5/2015,1.51,27210.49,672.05,26198.44,0.0,340.0,340.0,0.0,0.0,organic,2015,Chicago
26/4/2015,1.51,31932.1,920.16,30398.61,0.0,613.33,613.33,0.0,0.0,organic,2015,Chicago
19/4/2015,1.55,27489.48,614.18,25888.63,0.0,986.67,986.67,0.0,0.0,organic,2015,Chicago
12/4/2015,1.3,88346.47,722.16,86707.64,0.0,916.67,916.67,0.0,0.0,organic,2015,Chicago
5/4/2015,1.65,21064.17,112.46,20035.04,0.0,916.67,916.67,0.0,0.0,organic,2015,Chicago
29/3/2015,1.66,15545.06,119.66,14605.4,0.0,820.0,820.0,0.0,0.0,organic,2015,Chicago
22/3/2015,1.67,16076.52,436.1,15367.09,0.0,273.33,273.33,0.0,0.0,organic,2015,Chicago
15/3/2015,1.64,15001.33,990.98,12767.2,0.0,1243.15,1243.15,0.0,0.0,organic,2015,Chicago
8/3/2015,1.62,16545.05,818.74,13266.68,0.0,2459.63,2459.63,0.0,0.0,organic,2015,Chicago
1/3/2015,1.82,11842.47,637.51,9823.85,0.0,1381.11,1381.11,0.0,0.0,organic,2015,Chicago
22/2/2015,1.83,10235.09,511.72,8648.92,0.0,1074.45,1074.45,0.0,0.0,organic,2015,Chicago
15/2/2015,1.81,10575.65,948.53,8233.79,0.0,1393.33,1393.33,0.0,0.0,organic,2015,Chicago
8/2/2015,1.78,9910.84,1224.22,6971.06,0.0,1715.56,1715.56,0.0,0.0,organic,2015,Chicago
1/2/2015,1.52,14391.05,1363.35,11835.47,0.0,1192.23,1192.23,0.0,0.0,organic,2015,Chicago
25/1/2015,1.83,10951.51,711.63,9515.44,0.0,724.44,724.44,0.0,0.0,organic,2015,Chicago
18/1/2015,1.81,12499.87,1154.81,10830.61,0.0,514.45,514.45,0.0,0.0,organic,2015,Chicago
11/1/2015,1.79,12915.74,1426.75,10900.1,0.0,588.89,588.89,0.0,0.0,organic,2015,Chicago
4/1/2015,1.49,17723.17,1189.35,15628.27,0.0,905.55,905.55,0.0,0.0,organic,2015,Chicago
27/12/2015,1.33,10860.07,5921.12,421.38,0.0,4517.57,3584.44,933.13,0.0,organic,2015,DallasFtWorth
20/12/2015,1.38,11128.3,5742.81,384.49,0.0,5001.0,4594.21,406.79,0.0,organic,2015,DallasFtWorth
13/12/2015,1.43,12224.14,6036.65,389.17,0.0,5798.32,5798.32,0.0,0.0,organic,2015,DallasFtWorth
6/12/2015,1.48,10458.62,5582.56,401.5,0.0,4474.56,4474.56,0.0,0.0,organic,2015,DallasFtWorth
29/11/2015,1.46,9412.9,5706.47,278.7,0.0,3427.73,3427.73,0.0,0.0,organic,2015,DallasFtWorth
22/11/2015,1.46,10812.09,6189.69,271.59,0.0,4350.81,4350.81,0.0,0.0,organic,2015,DallasFtWorth
15/11/2015,1.36,11640.14,7099.89,416.6,0.0,4123.65,4123.65,0.0,0.0,organic,2015,DallasFtWorth
8/11/2015,1.46,11147.93,6807.09,441.15,0.0,3899.69,3899.69,0.0,0.0,organic,2015,DallasFtWorth
1/11/2015,1.41,12250.82,6449.72,268.05,0.0,5533.05,5533.05,0.0,0.0,organic,2015,DallasFtWorth
25/10/2015,1.48,13258.61,7509.17,329.44,0.0,5420.0,5410.0,10.0,0.0,organic,2015,DallasFtWorth
18/10/2015,1.39,11010.45,7657.06,253.39,0.0,3100.0,3070.0,30.0,0.0,organic,2015,DallasFtWorth
11/10/2015,1.48,10647.39,6628.99,378.41,0.0,3639.99,3636.66,3.33,0.0,organic,2015,DallasFtWorth
4/10/2015,1.49,10751.69,5675.04,446.65,0.0,4630.0,4626.67,3.33,0.0,organic,2015,DallasFtWorth
27/9/2015,1.48,12224.81,8224.68,303.47,0.0,3696.66,3696.66,0.0,0.0,organic,2015,DallasFtWorth
20/9/2015,1.47,12513.98,8023.81,240.17,0.0,4250.0,4250.0,0.0,0.0,organic,2015,DallasFtWorth
13/9/2015,1.48,12704.71,7561.87,362.7,0.0,4780.14,4776.8,3.34,0.0,organic,2015,DallasFtWorth
6/9/2015,1.46,12941.48,7399.01,347.0,0.0,5195.47,5195.47,0.0,0.0,organic,2015,DallasFtWorth
30/8/2015,1.36,14317.26,9720.71,348.71,0.0,4247.84,4081.53,166.31,0.0,organic,2015,DallasFtWorth
23/8/2015,1.36,17429.71,11090.91,565.77,0.0,5773.03,5238.79,534.24,0.0,organic,2015,DallasFtWorth
16/8/2015,1.45,13268.55,8229.01,694.8,0.0,4344.74,4334.74,10.0,0.0,organic,2015,DallasFtWorth
9/8/2015,1.4,16702.43,8961.35,999.37,0.0,6741.71,6741.71,0.0,0.0,organic,2015,DallasFtWorth
2/8/2015,1.31,12992.93,10686.21,522.44,36.97,1747.31,1733.98,13.33,0.0,organic,2015,DallasFtWorth
26/7/2015,1.14,12801.03,11536.0,337.16,0.0,927.87,927.87,0.0,0.0,organic,2015,DallasFtWorth
19/7/2015,1.29,11881.44,10492.38,499.9,0.0,889.16,889.16,0.0,0.0,organic,2015,DallasFtWorth
12/7/2015,1.27,11076.72,9757.92,444.54,0.0,874.26,874.26,0.0,0.0,organic,2015,DallasFtWorth
5/7/2015,1.3,13234.04,10979.75,459.19,0.0,1795.1,1795.1,0.0,0.0,organic,2015,DallasFtWorth
28/6/2015,1.33,11792.51,9252.18,434.28,0.0,2106.05,2106.05,0.0,0.0,organic,2015,DallasFtWorth
21/6/2015,1.37,9936.12,7968.59,486.7,0.0,1480.83,1480.83,0.0,0.0,organic,2015,DallasFtWorth
14/6/2015,1.35,9881.65,7806.7,512.0,0.0,1562.95,1562.95,0.0,0.0,organic,2015,DallasFtWorth
7/6/2015,1.35,9019.0,6952.15,356.44,0.0,1710.41,1710.41,0.0,0.0,organic,2015,DallasFtWorth
31/5/2015,1.38,9882.68,7376.1,398.95,0.0,2107.63,2107.63,0.0,0.0,organic,2015,DallasFtWorth
24/5/2015,1.36,12809.78,10061.35,430.17,0.0,2318.26,2318.26,0.0,0.0,organic,2015,DallasFtWorth
17/5/2015,1.35,11092.7,8380.26,445.77,0.0,2266.67,2266.67,0.0,0.0,organic,2015,DallasFtWorth
10/5/2015,1.39,10242.6,7874.84,351.09,0.0,2016.67,2013.34,3.33,0.0,organic,2015,DallasFtWorth
3/5/2015,1.37,6568.67,5350.74,207.93,0.0,1010.0,1010.0,0.0,0.0,organic,2015,DallasFtWorth
26/4/2015,1.34,9855.14,7679.05,379.42,0.0,1796.67,1796.67,0.0,0.0,organic,2015,DallasFtWorth
19/4/2015,1.35,12054.84,9552.71,525.47,0.0,1976.66,1976.66,0.0,0.0,organic,2015,DallasFtWorth
12/4/2015,1.39,11119.47,8189.75,526.38,0.0,2403.34,2403.34,0.0,0.0,organic,2015,DallasFtWorth
5/4/2015,1.36,11720.06,8239.86,486.87,0.0,2993.33,2993.33,0.0,0.0,organic,2015,DallasFtWorth
29/3/2015,1.36,9162.06,6160.98,467.75,0.0,2533.33,2533.33,0.0,0.0,organic,2015,DallasFtWorth
22/3/2015,1.29,13176.92,9505.21,765.04,0.0,2906.67,2906.67,0.0,0.0,organic,2015,DallasFtWorth
15/3/2015,1.34,11922.76,7889.79,659.64,0.0,3373.33,3373.33,0.0,0.0,organic,2015,DallasFtWorth
8/3/2015,1.39,8557.95,5946.47,498.15,0.0,2113.33,2113.33,0.0,0.0,organic,2015,DallasFtWorth
1/3/2015,1.29,17267.84,9540.52,850.65,0.0,6876.67,6876.67,0.0,0.0,organic,2015,DallasFtWorth
22/2/2015,1.38,15485.45,9117.48,851.3,0.0,5516.67,5516.67,0.0,0.0,organic,2015,DallasFtWorth
15/2/2015,1.41,10958.57,7081.47,827.1,0.0,3050.0,3050.0,0.0,0.0,organic,2015,DallasFtWorth
8/2/2015,1.35,10315.32,6135.93,826.06,0.0,3353.33,3353.33,0.0,0.0,organic,2015,DallasFtWorth
1/2/2015,1.24,12276.58,6669.52,1653.73,0.0,3953.33,3953.33,0.0,0.0,organic,2015,DallasFtWorth
25/1/2015,1.34,11247.71,7244.18,1390.2,0.0,2613.33,2613.33,0.0,0.0,organic,2015,DallasFtWorth
18/1/2015,1.28,12634.71,7556.77,871.27,0.0,4206.67,4206.67,0.0,0.0,organic,2015,DallasFtWorth
11/1/2015,1.35,12126.63,7136.34,1353.62,0.0,3636.67,3636.67,0.0,0.0,organic,2015,DallasFtWorth
4/1/2015,1.35,9895.96,4634.7,1647.92,0.0,3613.34,3613.34,0.0,0.0,organic,2015,DallasFtWorth
27/12/2015,1.43,23728.62,9299.54,2853.98,12.14,11562.96,330.31,11232.65,0.0,organic,2015,Denver
20/12/2015,1.35,27173.38,9203.25,3262.41,4.42,14703.3,276.67,14426.63,0.0,organic,2015,Denver
13/12/2015,1.36,24285.79,7419.99,3155.41,3.32,13707.07,444.05,13263.02,0.0,organic,2015,Denver
